Date,Custody/AOR/Facility,Confirmed cases currently under isolation or monitoring,Detainee deaths,Total confirmed COVID-19 cases
1/5/2021,San Juan Staging Facility,0,0,1
1/5/2021,Wakulla County Jail,1,0,42
1/5/2021,Elizabeth Detention Center,4,0,38
1/5/2021,Essex County Jail,13,0,21
1/5/2021,Adams County Correctional Center,1,0,106
1/5/2021,Alexandria Staging Facility,16,0,209
1/5/2021,Allen Parish Detention Center,0,0,12
1/5/2021,Catahoula Correctional Center,0,0,119
1/5/2021,Etowah County Jail,7,0,29
1/5/2021,Hancock County Jail,0,0,1
1/5/2021,Jackson Parish Correctional,2,0,113
1/5/2021,LaSalle ICE Processing Center - Jena,0,0,83
1/5/2021,LaSalle ICE Processing Center - Olla,1,0,25
1/5/2021,Pine Prairie ICE Processing Center,4,0,69
1/5/2021,Richwood Correctional Center,1,0,127
1/5/2021,River Correctional Center,0,0,56
1/5/2021,South Louisiana Correctional Center,7,0,29
1/5/2021,Winn Correctional Center,34,1,280
1/5/2021,Bergen County Jail,1,0,7
1/5/2021,Hudson County Jail,0,0,14
1/5/2021,Berks Family Residential Center,0,0,1
1/5/2021,Cambria County Prison,1,0,12
1/5/2021,Clinton County Correctional Facility,42,0,61
1/5/2021,Pike County Correctional Facility,5,0,36
1/5/2021,South Central Regional Jail,1,0,1
1/5/2021,York County Prison,103,0,219
1/5/2021,CCA Florence Correctional Center,8,0,99
1/5/2021,Eloy Federal Contract Facility,4,0,277
1/5/2021,Florence Detention Center,6,0,92
1/5/2021,La Palma Correctional Facility,16,0,529
1/5/2021,Cache County Jail,0,0,15
1/5/2021,Henderson Detention Center,2,0,26
1/5/2021,Nevada Southern Detention Center,1,0,13
1/5/2021,Nye County Jail,2,0,60
1/5/2021,Washington County Jail,1,0,6
1/5/2021,El Valle Detention Facility,11,0,113
1/5/2021,Karnes County Family Residential Center,6,0,95
1/5/2021,Laredo Processing Center,0,0,7
1/5/2021,LaSalle County Regional Detention Center,0,0,11
1/5/2021,Limestone County Detention Center,1,0,90
1/5/2021,Port Isabel Detention Center,10,0,230
1/5/2021,Rio Grande Detention Center,11,0,180
1/5/2021,South Texas Family Residential Center (Dilley),4,0,26
1/5/2021,South Texas ICE Processing Center (Pearsall),1,0,280
1/5/2021,T. Don Hutto Residential Center,1,0,3
1/5/2021,Webb County Detention Center (CCA),6,0,100
1/5/2021,Imperial Regional Detention Facility,10,0,19
1/5/2021,Otay Mesa Detention Center (San Diego CDF),0,1,201
1/5/2021,San Luis Regional Detention Center,0,0,21
1/5/2021,Golden State Annex Facility,2,0,5
1/5/2021,Mesa Verde ICE Processing Center,0,0,59
1/5/2021,Yuba County Jail,4,0,5
1/5/2021,Northwest ICE Processing Center (NWIPC),3,0,29
1/5/2021,Douglas County Corrections,0,0,1
1/5/2021,Freeborn County Adult Detention Center,0,0,5
1/5/2021,Hardin County Jail,0,0,7
1/5/2021,Kandiyoh County Jail,20,0,40
1/5/2021,Linn County Jail,0,0,2
1/5/2021,Nobles County Jail,0,0,2
1/5/2021,Phelps County Jail,0,0,2
1/5/2021,Polk County Jail,0,0,15
1/5/2021,Sherburne County Jail,0,0,2
1/5/2021,Caroline Detention Facility,8,0,64
1/5/2021,Immigration Centers of America - Farmville,0,1,339
1/6/2021,Charleston County Detention Center,0,0,2
1/6/2021,Columbia Regional Care Center,0,0,1
1/6/2021,Folkston ICE Processing Center (Main),11,0,85
1/6/2021,Irwin County Detention Center,14,0,59
1/6/2021,Robert A. Deyton Detention Center,1,0,5
1/6/2021,Sheriff Al Cannon Detention Center,0,0,1
1/6/2021,Stewart Detention Center,35,3,429
1/6/2021,Howard County Detention Center,1,0,2
1/6/2021,Worcester County Jail,0,0,1
1/6/2021,Bristol County Detention Center,0,0,1
1/6/2021,Cumberland County Jail,0,0,1
1/6/2021,Franklin County House of Corrections,1,0,9
1/6/2021,Plymouth County Correctional Facility,1,0,1
1/6/2021,Strafford County Corrections,4,0,13
1/6/2021,Wyatt Detention Center,0,0,4
1/6/2021,Buffalo (Batavia) Service Processing Center,1,0,51
1/6/2021,Chase County Detention Facility,0,0,82
1/6/2021,Clay County Justice Center,0,0,17
1/6/2021,Dodge County Jail,0,0,4
1/6/2021,Lincoln County Detention Center,0,0,1
1/6/2021,McHenry County Adult Correctional Facility,1,0,6
1/6/2021,Montgomery County Jail,0,0,1
1/6/2021,Morgan County Detention Center,0,0,1
1/6/2021,Pulaski County Detention Center,2,0,109
1/6/2021,Bluebonnet Detention Facility,6,0,389
1/6/2021,Eden Detention Center,0,0,62
1/6/2021,Johnson County Law Enforcement Center,3,0,4
1/6/2021,Kay County Detention Center,0,0,1
1/6/2021,Moore Detention Center,0,0,35
1/6/2021,Prairieland Detention Facility,2,0,131
1/6/2021,Rolling Plains Detention Center,0,0,59
1/6/2021,Aurora Contract Detention Facility,37,0,166
1/6/2021,Butler County Jail,1,0,1
1/6/2021,Calhoun County Correctional Center,7,0,52
1/6/2021,Geauga County Jail,0,0,1
1/6/2021,Monroe County Jail,0,0,1
1/6/2021,Morrow County Correctional Facility,0,0,51
1/6/2021,Saint Clair County Jail,1,0,12
1/6/2021,Cibola County Correctional Center,0,0,1
1/6/2021,El Paso Service Processing Center,9,0,318
1/6/2021,Otero County Processing Center,0,0,185
1/6/2021,Torrance County Detention Center,0,0,55
1/6/2021,Coastal Bend Detention Center,0,0,12
1/6/2021,Houston Contract Detention Facility,0,0,159
1/6/2021,IAH Polk Adult Detention Facility,0,0,31
1/6/2021,Joe Corley Detention Center,0,1,51
1/6/2021,Montgomery Processing Center (Houston),2,0,234
1/6/2021,Adelanto ICE Processing Center,5,0,268
1/6/2021,Baker County Detention Center,1,0,13
1/6/2021,Broward Transitional Center,23,0,183
1/6/2021,Glades County Detention Center,3,1,182
1/6/2021,Krome North Service Processing Center,4,0,220
1/6/2021,Larkin Behavioral Health Center,0,0,2
1/6/2021,San Juan Staging Facility,0,0,1
1/6/2021,Wakulla County Jail,1,0,42
1/6/2021,Elizabeth Detention Center,4,0,38
1/6/2021,Essex County Jail,13,0,21
1/6/2021,Adams County Correctional Center,1,0,106
1/6/2021,Alexandria Staging Facility,16,0,209
1/6/2021,Allen Parish Detention Center,0,0,12
1/6/2021,Catahoula Correctional Center,0,0,119
1/6/2021,Etowah County Jail,7,0,29
1/6/2021,Hancock County Jail,0,0,1
1/6/2021,Jackson Parish Correctional,2,0,113
1/6/2021,LaSalle ICE Processing Center - Jena,0,0,83
1/6/2021,LaSalle ICE Processing Center - Olla,1,0,25
1/6/2021,Pine Prairie ICE Processing Center,4,0,69
1/6/2021,Richwood Correctional Center,1,0,127
1/6/2021,River Correctional Center,0,0,56
1/6/2021,South Louisiana Correctional Center,7,0,29
1/6/2021,Winn Correctional Center,34,1,280
1/6/2021,Bergen County Jail,1,0,7
1/6/2021,Hudson County Jail,0,0,14
1/6/2021,Berks Family Residential Center,0,0,1
1/6/2021,Cambria County Prison,1,0,12
1/6/2021,Clinton County Correctional Facility,42,0,61
1/6/2021,Pike County Correctional Facility,5,0,36
1/6/2021,South Central Regional Jail,1,0,1
1/6/2021,York County Prison,103,0,219
1/6/2021,CCA Florence Correctional Center,8,0,99
1/6/2021,Eloy Federal Contract Facility,4,0,277
1/6/2021,Florence Detention Center,6,0,92
1/6/2021,La Palma Correctional Facility,16,0,529
1/6/2021,Cache County Jail,0,0,15
1/6/2021,Henderson Detention Center,2,0,26
1/6/2021,Nevada Southern Detention Center,1,0,13
1/6/2021,Nye County Jail,2,0,60
1/6/2021,Washington County Jail,1,0,6
1/6/2021,El Valle Detention Facility,11,0,113
1/6/2021,Karnes County Family Residential Center,6,0,95
1/6/2021,Laredo Processing Center,0,0,7
1/6/2021,LaSalle County Regional Detention Center,0,0,11
1/6/2021,Limestone County Detention Center,1,0,90
1/6/2021,Port Isabel Detention Center,7,0,236
1/6/2021,Rio Grande Detention Center,11,0,180
1/6/2021,South Texas Family Residential Center (Dilley),4,0,26
1/6/2021,South Texas ICE Processing Center (Pearsall),1,0,280
1/6/2021,T. Don Hutto Residential Center,1,0,3
1/6/2021,Webb County Detention Center (CCA),6,0,100
1/6/2021,Imperial Regional Detention Facility,10,0,19
1/6/2021,Otay Mesa Detention Center (San Diego CDF),0,1,201
1/6/2021,San Luis Regional Detention Center,0,0,21
1/6/2021,Golden State Annex Facility,2,0,5
1/6/2021,Mesa Verde ICE Processing Center,0,0,59
1/6/2021,Yuba County Jail,4,0,5
1/6/2021,Northwest ICE Processing Center (NWIPC),3,0,29
1/6/2021,Douglas County Corrections,0,0,1
1/6/2021,Freeborn County Adult Detention Center,0,0,5
1/6/2021,Hardin County Jail,0,0,7
1/6/2021,Kandiyoh County Jail,20,0,40
1/6/2021,Linn County Jail,0,0,2
1/6/2021,Nobles County Jail,0,0,2
1/6/2021,Phelps County Jail,0,0,2
1/6/2021,Polk County Jail,0,0,15
1/6/2021,Sherburne County Jail,0,0,2
1/6/2021,Caroline Detention Facility,8,0,64
1/6/2021,Immigration Centers of America - Farmville,0,1,339
1/7/2021,Charleston County Detention Center,0,0,2
1/7/2021,Columbia Regional Care Center,0,0,1
1/7/2021,Folkston ICE Processing Center (Main),14,0,88
1/7/2021,Irwin County Detention Center,14,0,59
1/7/2021,Robert A. Deyton Detention Center,1,0,5
1/7/2021,Sheriff Al Cannon Detention Center,0,0,1
1/7/2021,Stewart Detention Center,38,3,432
1/7/2021,Howard County Detention Center,1,0,2
1/7/2021,Worcester County Jail,0,0,1
1/7/2021,Bristol County Detention Center,0,0,1
1/7/2021,Cumberland County Jail,0,0,1
1/7/2021,Franklin County House of Corrections,1,0,9
1/7/2021,Plymouth County Correctional Facility,1,0,1
1/7/2021,Strafford County Corrections,3,0,13
1/7/2021,Wyatt Detention Center,0,0,4
1/7/2021,Buffalo (Batavia) Service Processing Center,1,0,51
1/7/2021,Chase County Detention Facility,0,0,82
1/7/2021,Clay County Justice Center,0,0,17
1/7/2021,Dodge County Jail,0,0,4
1/7/2021,Lincoln County Detention Center,0,0,1
1/7/2021,McHenry County Adult Correctional Facility,0,0,6
1/7/2021,Montgomery County Jail,0,0,1
1/7/2021,Morgan County Detention Center,0,0,1
1/7/2021,Pulaski County Detention Center,2,0,110
1/7/2021,Bluebonnet Detention Facility,0,0,390
1/7/2021,Eden Detention Center,0,0,62
1/7/2021,Johnson County Law Enforcement Center,0,0,4
1/7/2021,Kay County Detention Center,0,0,1
1/7/2021,Moore Detention Center,0,0,35
1/7/2021,Prairieland Detention Facility,1,0,132
1/7/2021,Rolling Plains Detention Center,0,0,59
1/7/2021,Aurora Contract Detention Facility,38,0,167
1/7/2021,Butler County Jail,1,0,1
1/7/2021,Calhoun County Correctional Center,7,0,52
1/7/2021,Geauga County Jail,0,0,1
1/7/2021,Monroe County Jail,0,0,1
1/7/2021,Morrow County Correctional Facility,0,0,51
1/7/2021,Saint Clair County Jail,3,0,14
1/7/2021,Cibola County Correctional Center,0,0,1
1/7/2021,El Paso Service Processing Center,9,0,319
1/7/2021,Otero County Processing Center,0,0,185
1/7/2021,Torrance County Detention Center,0,0,55
1/7/2021,Coastal Bend Detention Center,0,0,12
1/7/2021,Houston Contract Detention Facility,0,0,159
1/7/2021,IAH Polk Adult Detention Facility,0,0,31
1/7/2021,Joe Corley Detention Center,0,1,51
1/7/2021,Montgomery Processing Center (Houston),2,0,234
1/7/2021,Adelanto ICE Processing Center,5,0,268
1/7/2021,Baker County Detention Center,1,0,13
1/7/2021,Broward Transitional Center,25,0,185
1/7/2021,Glades County Detention Center,3,1,182
1/7/2021,Krome North Service Processing Center,4,0,220
1/7/2021,Larkin Behavioral Health Center,0,0,2
1/7/2021,San Juan Staging Facility,0,0,1
1/7/2021,Wakulla County Jail,1,0,42
1/7/2021,Elizabeth Detention Center,4,0,38
1/7/2021,Essex County Jail,13,0,21
1/7/2021,Adams County Correctional Center,1,0,106
1/7/2021,Alexandria Staging Facility,19,0,212
1/7/2021,Allen Parish Detention Center,0,0,12
1/7/2021,Catahoula Correctional Center,0,0,119
1/7/2021,Etowah County Jail,7,0,29
1/7/2021,Hancock County Jail,0,0,1
1/7/2021,Jackson Parish Correctional,2,0,113
1/7/2021,LaSalle ICE Processing Center - Jena,0,0,83
1/7/2021,LaSalle ICE Processing Center - Olla,1,0,25
1/7/2021,Pine Prairie ICE Processing Center,4,0,69
1/7/2021,Richwood Correctional Center,1,0,127
1/7/2021,River Correctional Center,0,0,56
1/7/2021,South Louisiana Correctional Center,7,0,29
1/7/2021,Winn Correctional Center,35,1,281
1/7/2021,Bergen County Jail,1,0,7
1/7/2021,Hudson County Jail,0,0,14
1/7/2021,Berks Family Residential Center,0,0,1
1/7/2021,Cambria County Prison,1,0,12
1/7/2021,Clinton County Correctional Facility,42,0,61
1/7/2021,Pike County Correctional Facility,5,0,36
1/7/2021,South Central Regional Jail,1,0,1
1/7/2021,York County Prison,103,0,219
1/7/2021,CCA Florence Correctional Center,8,0,99
1/7/2021,Eloy Federal Contract Facility,5,0,278
1/7/2021,Florence Detention Center,6,0,93
1/7/2021,La Palma Correctional Facility,16,0,529
1/7/2021,Cache County Jail,0,0,15
1/7/2021,Henderson Detention Center,2,0,26
1/7/2021,Nevada Southern Detention Center,1,0,13
1/7/2021,Nye County Jail,2,0,60
1/7/2021,Washington County Jail,1,0,6
1/7/2021,El Valle Detention Facility,8,0,113
1/7/2021,Karnes County Family Residential Center,5,0,95
1/7/2021,Laredo Processing Center,0,0,7
1/7/2021,LaSalle County Regional Detention Center,0,0,11
1/7/2021,Limestone County Detention Center,1,0,90
1/7/2021,Port Isabel Detention Center,7,0,236
1/7/2021,Rio Grande Detention Center,11,0,180
1/7/2021,South Texas Family Residential Center (Dilley),4,0,26
1/7/2021,South Texas ICE Processing Center (Pearsall),1,0,280
1/7/2021,T. Don Hutto Residential Center,1,0,3
1/7/2021,Webb County Detention Center (CCA),6,0,100
1/7/2021,Imperial Regional Detention Facility,10,0,19
1/7/2021,Otay Mesa Detention Center (San Diego CDF),0,1,201
1/7/2021,San Luis Regional Detention Center,0,0,21
1/7/2021,Golden State Annex Facility,2,0,5
1/7/2021,Mesa Verde ICE Processing Center,0,0,59
1/7/2021,Yuba County Jail,6,0,7
1/7/2021,Northwest ICE Processing Center (NWIPC),2,0,29
1/7/2021,Douglas County Corrections,0,0,1
1/7/2021,Freeborn County Adult Detention Center,0,0,5
1/7/2021,Hardin County Jail,0,0,7
1/7/2021,Kandiyoh County Jail,20,0,40
1/7/2021,Linn County Jail,0,0,2
1/7/2021,Nobles County Jail,0,0,2
1/7/2021,Phelps County Jail,0,0,2
1/7/2021,Polk County Jail,0,0,15
1/7/2021,Sherburne County Jail,0,0,2
1/7/2021,Caroline Detention Facility,8,0,64
1/7/2021,Immigration Centers of America - Farmville,0,1,339
1/8/2021,Charleston County Detention Center,0,0,2
1/8/2021,Columbia Regional Care Center,0,0,1
1/8/2021,Folkston ICE Processing Center (Main),14,0,88
1/8/2021,Irwin County Detention Center,14,0,59
1/8/2021,Robert A. Deyton Detention Center,1,0,5
1/8/2021,Sheriff Al Cannon Detention Center,0,0,1
1/8/2021,Stewart Detention Center,38,3,432
1/8/2021,Howard County Detention Center,1,0,2
1/8/2021,Worcester County Jail,0,0,1
1/8/2021,Bristol County Detention Center,0,0,1
1/8/2021,Cumberland County Jail,0,0,1
1/8/2021,Franklin County House of Corrections,1,0,9
1/8/2021,Plymouth County Correctional Facility,1,0,1
1/8/2021,Strafford County Corrections,3,0,13
1/8/2021,Wyatt Detention Center,0,0,4
1/8/2021,Buffalo (Batavia) Service Processing Center,1,0,51
1/8/2021,Chase County Detention Facility,0,0,82
1/8/2021,Clay County Justice Center,0,0,17
1/8/2021,Dodge County Jail,0,0,4
1/8/2021,Lincoln County Detention Center,0,0,1
1/8/2021,McHenry County Adult Correctional Facility,0,0,6
1/8/2021,Montgomery County Jail,0,0,1
1/8/2021,Morgan County Detention Center,0,0,1
1/8/2021,Pulaski County Detention Center,2,0,110
1/8/2021,Bluebonnet Detention Facility,0,0,390
1/8/2021,Eden Detention Center,0,0,62
1/8/2021,Johnson County Law Enforcement Center,0,0,4
1/8/2021,Kay County Detention Center,0,0,1
1/8/2021,Moore Detention Center,0,0,35
1/8/2021,Prairieland Detention Facility,1,0,132
1/8/2021,Rolling Plains Detention Center,0,0,59
1/8/2021,Aurora Contract Detention Facility,38,0,167
1/8/2021,Butler County Jail,1,0,1
1/8/2021,Calhoun County Correctional Center,7,0,52
1/8/2021,Geauga County Jail,0,0,1
1/8/2021,Monroe County Jail,0,0,1
1/8/2021,Morrow County Correctional Facility,0,0,51
1/8/2021,Saint Clair County Jail,3,0,14
1/8/2021,Cibola County Correctional Center,0,0,1
1/8/2021,El Paso Service Processing Center,9,0,319
1/8/2021,Otero County Processing Center,0,0,185
1/8/2021,Torrance County Detention Center,0,0,55
1/8/2021,Coastal Bend Detention Center,0,0,12
1/8/2021,Houston Contract Detention Facility,0,0,159
1/8/2021,IAH Polk Adult Detention Facility,0,0,31
1/8/2021,Joe Corley Detention Center,0,1,51
1/8/2021,Montgomery Processing Center (Houston),2,0,234
1/8/2021,Adelanto ICE Processing Center,5,0,268
1/8/2021,Baker County Detention Center,1,0,13
1/8/2021,Broward Transitional Center,25,0,185
1/8/2021,Glades County Detention Center,3,1,182
1/8/2021,Krome North Service Processing Center,4,0,220
1/8/2021,Larkin Behavioral Health Center,0,0,2
1/8/2021,San Juan Staging Facility,0,0,1
1/8/2021,Wakulla County Jail,1,0,42
1/8/2021,Elizabeth Detention Center,4,0,38
1/8/2021,Essex County Jail,13,0,21
1/8/2021,Adams County Correctional Center,1,0,106
1/8/2021,Alexandria Staging Facility,19,0,212
1/8/2021,Allen Parish Detention Center,0,0,12
1/8/2021,Catahoula Correctional Center,0,0,119
1/8/2021,Etowah County Jail,7,0,29
1/8/2021,Hancock County Jail,0,0,1
1/8/2021,Jackson Parish Correctional,2,0,113
1/8/2021,LaSalle ICE Processing Center - Jena,0,0,83
1/8/2021,LaSalle ICE Processing Center - Olla,1,0,25
1/8/2021,Pine Prairie ICE Processing Center,4,0,69
1/8/2021,Richwood Correctional Center,1,0,127
1/8/2021,River Correctional Center,0,0,56
1/8/2021,South Louisiana Correctional Center,7,0,29
1/8/2021,Winn Correctional Center,35,1,281
1/8/2021,Bergen County Jail,1,0,7
1/8/2021,Hudson County Jail,0,0,14
1/8/2021,Berks Family Residential Center,0,0,1
1/8/2021,Cambria County Prison,1,0,12
1/8/2021,Clinton County Correctional Facility,42,0,61
1/8/2021,Pike County Correctional Facility,5,0,36
1/8/2021,South Central Regional Jail,1,0,1
1/8/2021,York County Prison,103,0,219
1/8/2021,CCA Florence Correctional Center,8,0,99
1/8/2021,Eloy Federal Contract Facility,5,0,278
1/8/2021,Florence Detention Center,6,0,93
1/8/2021,La Palma Correctional Facility,16,0,529
1/8/2021,Cache County Jail,0,0,15
1/8/2021,Henderson Detention Center,2,0,26
1/8/2021,Nevada Southern Detention Center,1,0,13
1/8/2021,Nye County Jail,2,0,60
1/8/2021,Washington County Jail,1,0,6
1/8/2021,El Valle Detention Facility,8,0,113
1/8/2021,Karnes County Family Residential Center,5,0,95
1/8/2021,Laredo Processing Center,0,0,7
1/8/2021,LaSalle County Regional Detention Center,0,0,11
1/8/2021,Limestone County Detention Center,1,0,90
1/8/2021,Port Isabel Detention Center,7,0,236
1/8/2021,Rio Grande Detention Center,11,0,180
1/8/2021,South Texas Family Residential Center (Dilley),4,0,26
1/8/2021,South Texas ICE Processing Center (Pearsall),1,0,280
1/8/2021,T. Don Hutto Residential Center,1,0,3
1/8/2021,Webb County Detention Center (CCA),6,0,100
1/8/2021,Imperial Regional Detention Facility,10,0,19
1/8/2021,Otay Mesa Detention Center (San Diego CDF),0,1,201
1/8/2021,San Luis Regional Detention Center,0,0,21
1/8/2021,Golden State Annex Facility,2,0,5
1/8/2021,Mesa Verde ICE Processing Center,0,0,59
1/8/2021,Yuba County Jail,6,0,7
1/8/2021,Northwest ICE Processing Center (NWIPC),2,0,29
1/8/2021,Douglas County Corrections,0,0,1
1/8/2021,Freeborn County Adult Detention Center,0,0,5
1/8/2021,Hardin County Jail,0,0,7
1/8/2021,Kandiyoh County Jail,20,0,40
1/8/2021,Linn County Jail,0,0,2
1/8/2021,Nobles County Jail,0,0,2
1/8/2021,Phelps County Jail,0,0,2
1/8/2021,Polk County Jail,0,0,15
1/8/2021,Sherburne County Jail,0,0,2
1/8/2021,Caroline Detention Facility,8,0,64
1/8/2021,Immigration Centers of America - Farmville,0,1,339
1/9/2021,Charleston County Detention Center,0,0,2
1/9/2021,Columbia Regional Care Center,0,0,1
1/9/2021,Folkston ICE Processing Center (Main),5,0,89
1/9/2021,Irwin County Detention Center,13,0,61
1/9/2021,Robert A. Deyton Detention Center,1,0,5
1/9/2021,Sheriff Al Cannon Detention Center,0,0,1
1/9/2021,Stewart Detention Center,46,3,445
1/9/2021,Howard County Detention Center,1,0,2
1/9/2021,Worcester County Jail,0,0,1
1/9/2021,Bristol County Detention Center,0,0,1
1/9/2021,Cumberland County Jail,0,0,1
1/9/2021,Franklin County House of Corrections,1,0,9
1/9/2021,Plymouth County Correctional Facility,1,0,1
1/9/2021,Strafford County Corrections,3,0,13
1/9/2021,Wyatt Detention Center,0,0,4
1/9/2021,Buffalo (Batavia) Service Processing Center,1,0,51
1/9/2021,Chase County Detention Facility,0,0,82
1/9/2021,Clay County Justice Center,0,0,17
1/9/2021,Dodge County Jail,0,0,4
1/9/2021,Lincoln County Detention Center,0,0,1
1/9/2021,McHenry County Adult Correctional Facility,0,0,6
1/9/2021,Montgomery County Jail,0,0,1
1/9/2021,Morgan County Detention Center,0,0,1
1/9/2021,Pulaski County Detention Center,2,0,110
1/9/2021,Bluebonnet Detention Facility,0,0,390
1/9/2021,Eden Detention Center,0,0,62
1/9/2021,Johnson County Law Enforcement Center,0,0,4
1/9/2021,Kay County Detention Center,0,0,1
1/9/2021,Moore Detention Center,0,0,35
1/9/2021,Prairieland Detention Facility,1,0,132
1/9/2021,Rolling Plains Detention Center,0,0,59
1/9/2021,Aurora Contract Detention Facility,38,0,167
1/9/2021,Butler County Jail,1,0,1
1/9/2021,Calhoun County Correctional Center,6,0,54
1/9/2021,Geauga County Jail,0,0,1
1/9/2021,Monroe County Jail,0,0,1
1/9/2021,Morrow County Correctional Facility,0,0,51
1/9/2021,Saint Clair County Jail,2,0,14
1/9/2021,Cibola County Correctional Center,0,0,1
1/9/2021,El Paso Service Processing Center,9,0,321
1/9/2021,Otero County Processing Center,0,0,185
1/9/2021,Torrance County Detention Center,0,0,55
1/9/2021,Coastal Bend Detention Center,0,0,12
1/9/2021,Houston Contract Detention Facility,0,0,159
1/9/2021,IAH Polk Adult Detention Facility,0,0,31
1/9/2021,Joe Corley Detention Center,0,1,51
1/9/2021,Montgomery Processing Center (Houston),9,0,241
1/9/2021,Adelanto ICE Processing Center,5,0,268
1/9/2021,Baker County Detention Center,1,0,13
1/9/2021,Broward Transitional Center,30,0,190
1/9/2021,Glades County Detention Center,3,1,182
1/9/2021,Krome North Service Processing Center,4,0,220
1/9/2021,Larkin Behavioral Health Center,0,0,2
1/9/2021,San Juan Staging Facility,0,0,1
1/9/2021,Wakulla County Jail,1,0,42
1/9/2021,Elizabeth Detention Center,2,0,38
1/9/2021,Essex County Jail,8,0,22
1/9/2021,Adams County Correctional Center,3,0,109
1/9/2021,Alexandria Staging Facility,13,0,216
1/9/2021,Allen Parish Detention Center,0,0,12
1/9/2021,Catahoula Correctional Center,0,0,119
1/9/2021,Etowah County Jail,7,0,29
1/9/2021,Hancock County Jail,0,0,1
1/9/2021,Jackson Parish Correctional,2,0,114
1/9/2021,LaSalle ICE Processing Center - Jena,0,0,83
1/9/2021,LaSalle ICE Processing Center - Olla,1,0,25
1/9/2021,Pine Prairie ICE Processing Center,5,0,70
1/9/2021,Richwood Correctional Center,0,0,127
1/9/2021,River Correctional Center,0,0,56
1/9/2021,South Louisiana Correctional Center,5,0,29
1/9/2021,Winn Correctional Center,11,1,284
1/9/2021,Bergen County Jail,0,0,7
1/9/2021,Hudson County Jail,0,0,14
1/9/2021,Berks Family Residential Center,0,0,1
1/9/2021,Cambria County Prison,1,0,12
1/9/2021,Clinton County Correctional Facility,14,0,62
1/9/2021,Pike County Correctional Facility,4,0,36
1/9/2021,South Central Regional Jail,1,0,1
1/9/2021,York County Prison,110,0,230
1/9/2021,CCA Florence Correctional Center,12,0,103
1/9/2021,Eloy Federal Contract Facility,2,0,278
1/9/2021,Florence Detention Center,6,0,94
1/9/2021,La Palma Correctional Facility,16,0,531
1/9/2021,Cache County Jail,0,0,15
1/9/2021,Henderson Detention Center,1,0,27
1/9/2021,Nevada Southern Detention Center,0,0,13
1/9/2021,Nye County Jail,1,0,60
1/9/2021,Washington County Jail,0,0,6
1/9/2021,El Valle Detention Facility,8,0,114
1/9/2021,Karnes County Family Residential Center,5,0,95
1/9/2021,Laredo Processing Center,0,0,7
1/9/2021,LaSalle County Regional Detention Center,0,0,11
1/9/2021,Limestone County Detention Center,3,0,92
1/9/2021,Port Isabel Detention Center,10,0,241
1/9/2021,Rio Grande Detention Center,12,0,181
1/9/2021,South Texas Family Residential Center (Dilley),2,0,27
1/9/2021,South Texas ICE Processing Center (Pearsall),2,0,282
1/9/2021,T. Don Hutto Residential Center,1,0,3
1/9/2021,Webb County Detention Center (CCA),6,0,100
1/9/2021,Imperial Regional Detention Facility,10,0,19
1/9/2021,Otay Mesa Detention Center (San Diego CDF),0,1,201
1/9/2021,San Luis Regional Detention Center,0,0,21
1/9/2021,Golden State Annex Facility,2,0,5
1/9/2021,Mesa Verde ICE Processing Center,0,0,59
1/9/2021,Yuba County Jail,6,0,7
1/9/2021,Northwest ICE Processing Center (NWIPC),1,0,29
1/9/2021,Douglas County Corrections,0,0,1
1/9/2021,Freeborn County Adult Detention Center,0,0,5
1/9/2021,Hardin County Jail,0,0,7
1/9/2021,Kandiyoh County Jail,1,0,41
1/9/2021,Linn County Jail,0,0,2
1/9/2021,Nobles County Jail,0,0,2
1/9/2021,Phelps County Jail,0,0,2
1/9/2021,Polk County Jail,0,0,15
1/9/2021,Sherburne County Jail,0,0,2
1/9/2021,Caroline Detention Facility,9,0,65
1/9/2021,Immigration Centers of America - Farmville,0,1,339
1/10/2021,Charleston County Detention Center,0,0,2
1/10/2021,Columbia Regional Care Center,0,0,1
1/10/2021,Folkston ICE Processing Center (Main),5,0,89
1/10/2021,Irwin County Detention Center,13,0,61
1/10/2021,Robert A. Deyton Detention Center,1,0,5
1/10/2021,Sheriff Al Cannon Detention Center,0,0,1
1/10/2021,Stewart Detention Center,46,3,445
1/10/2021,Howard County Detention Center,1,0,2
1/10/2021,Worcester County Jail,0,0,1
1/10/2021,Bristol County Detention Center,0,0,1
1/10/2021,Cumberland County Jail,0,0,1
1/10/2021,Franklin County House of Corrections,1,0,9
1/10/2021,Plymouth County Correctional Facility,1,0,1
1/10/2021,Strafford County Corrections,3,0,13
1/10/2021,Wyatt Detention Center,0,0,4
1/10/2021,Buffalo (Batavia) Service Processing Center,1,0,51
1/10/2021,Chase County Detention Facility,0,0,82
1/10/2021,Clay County Justice Center,0,0,17
1/10/2021,Dodge County Jail,0,0,4
1/10/2021,Lincoln County Detention Center,0,0,1
1/10/2021,McHenry County Adult Correctional Facility,0,0,6
1/10/2021,Montgomery County Jail,0,0,1
1/10/2021,Morgan County Detention Center,0,0,1
1/10/2021,Pulaski County Detention Center,2,0,110
1/10/2021,Bluebonnet Detention Facility,0,0,390
1/10/2021,Eden Detention Center,0,0,62
1/10/2021,Johnson County Law Enforcement Center,0,0,4
1/10/2021,Kay County Detention Center,0,0,1
1/10/2021,Moore Detention Center,0,0,35
